Ph-ID,Culture,Ph_cid,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,Active
303,Loma,27314,4,1,3,4,2,5,3,3,1,1,1,1,1,1,1,3,1,4,1,1,1,0,1,2,1,1,1,1,1,0,2,4,1,3,1,1,0,3,4,3,1,3,2,3,4,3,1,1,6,5,2,1
304,Loma,27314,3,1,3,6,3,3,1,4,1,3,0,0,1,1,0,1,2,1,1,0,1,0,1,1,4,0,1,1,1,0,1,4,1,3,0,1,0,3,3,3,1,3,3,3,3,3,3,2,5,6,2,1
305,Loma,27314,6,1,3,2,2,3,1,6,1,1,0,0,3,1,0,2,1,1,1,0,1,0,1,4,1,0,1,1,4,0,1,1,1,1,0,4,0,4,5,2,1,2,3,3,3,3,1,1,5,5,2,1
306,Loma,27314,5,1,2,6,3,2,1,4,1,4,0,0,1,1,0,1,1,1,1,0,1,0,1,3,1,0,1,1,1,0,1,4,3,1,0,1,0,3,3,3,1,5,2,2,3,3,1,1,5,5,2,1
307,Loma,27314,4,1,3,4,3,3,1,4,1,4,0,0,1,1,0,1,1,1,1,0,3,0,1,1,1,0,1,1,1,0,1,1,1,3,0,4,0,4,4,3,1,3,1,2,3,4,1,1,5,5,2,1
308,Loma,27314,1,1,1,4,5,3,1,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,3,0,2,0,0,0,0,3,4,1,0,2,0,2,1,1,1,4,1,2,1,3,7,1,3,3,1,1
309,Loma,27314,7,1,3,3,1,5,1,3,1,1,0,0,1,1,0,1,1,4,1,0,1,0,0,1,1,0,0,0,4,0,1,1,0,1,0,1,0,1,1,1,1,3,2,1,1,3,7,1,4,3,2,1
310,Bahima,11342,4,2,3,5,2,3,1,4,1,1,0,0,1,3,0,2,1,1,1,0,1,0,1,4,1,0,1,1,1,1,1,4,1,3,0,4,0,1,2,2,1,3,3,1,3,2,6,1,6,5,2,1
311,Bahima,11342,3,2,3,3,2,3,3,4,1,1,1,1,1,1,1,4,1,1,1,1,2,0,1,3,1,1,1,1,1,1,1,3,1,4,1,3,0,3,1,2,1,3,2,2,4,5,2,1,6,5,2,1
312,Bahima,11342,3,2,3,3,2,4,3,4,1,1,1,3,1,1,1,4,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,4,1,2,1,4,0,3,2,3,1,3,2,2,3,5,2,2,6,6,2,1
313,Bahima Bahinda,11364,3,2,4,4,2,3,3,4,1,1,1,1,1,1,1,2,1,1,3,1,1,0,1,4,1,1,1,1,1,1,1,3,1,2,1,4,0,3,3,3,1,4,3,3,3,3,2,2,6,6,4,1
314,Bahima,11342,4,2,3,3,1,3,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,4,2,0,0,0,4,1,3,2,0,1,1,4,0,3,2,3,1,3,2,2,4,3,2,4,6,6,2,1
315,Bahima Bahinda,11364,4,2,3,5,1,2,4,3,1,1,1,4,1,3,1,1,1,1,1,1,1,0,0,2,1,0,0,0,1,1,1,2,0,1,4,4,0,4,3,3,1,1,2,1,3,3,4,1,6,5,2,1
316,Bahima Bahinda,11364,4,1,3,4,2,3,3,4,1,1,1,1,1,1,1,3,1,1,2,1,1,0,1,4,1,1,1,1,1,0,1,3,1,1,2,4,0,2,2,3,1,3,3,3,3,3,2,2,6,6,3,1
319,Bahima Bahinda,11364,3,1,3,4,1,2,4,5,1,1,1,3,1,1,4,1,1,1,1,1,1,0,0,1,2,0,0,0,1,0,1,4,0,1,2,4,0,2,2,5,1,3,3,3,3,3,3,2,5,6,4,1
320,Bulu,12783,4,1,3,4,4,3,3,3,1,2,1,4,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,4,4,1,2,1,0,4,2,3,1,4,3,1,3,3,2,2,6,6,2,1
321,Bulu,12783,3,1,3,6,2,3,3,4,1,1,2,1,1,3,1,1,1,1,1,1,1,0,1,1,4,1,1,1,1,0,1,4,1,4,1,2,0,3,1,1,1,3,4,2,3,3,1,3,6,5,3,1
322,Bulu,12783,3,1,4,3,3,3,2,5,1,1,1,1,1,1,1,4,1,1,1,1,1,0,3,1,1,1,1,2,1,0,3,2,4,1,1,1,0,4,1,3,1,2,1,5,1,5,1,1,6,3,2,1
323,Bulu,12783,2,1,2,6,3,3,3,4,1,1,2,1,1,1,1,1,1,1,1,1,3,0,1,1,4,1,1,1,1,0,1,4,1,2,1,3,0,2,2,4,1,3,3,4,2,3,3,1,6,6,2,1
324,Bulu,12783,3,1,3,7,3,2,4,1,1,1,4,1,3,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,4,1,1,4,0,0,3,3,3,1,4,1,5,1,3,1,2,5,5,2,1
325,Bulu,12783,3,1,3,5,2,4,4,1,1,1,1,4,1,1,1,0,1,1,2,3,0,0,0,0,0,1,1,1,1,0,1,4,1,1,3,0,0,4,2,4,1,2,2,2,2,4,1,3,5,6,2,1
326,Bulu,12783,4,1,3,4,4,2,4,1,1,3,2,1,1,1,4,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,3,4,1,2,0,0,2,4,5,1,2,2,4,1,2,1,2,5,5,2,1
327,Bulu,12783,2,1,2,6,2,2,6,1,1,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,4,1,1,4,0,0,1,2,3,1,3,4,3,4,3,1,1,5,5,2,1
328,Bulu,12783,3,1,3,4,1,4,3,4,1,1,1,1,1,1,1,3,1,1,1,1,2,0,0,1,4,0,0,0,1,0,1,4,0,1,1,1,0,2,1,4,1,2,3,4,3,3,3,1,5,5,3,1
329,Bulu,12783,4,1,3,3,1,5,5,1,1,1,4,1,1,1,1,0,1,2,1,3,0,0,0,0,0,0,0,0,1,0,1,4,0,4,2,0,0,2,1,5,1,2,3,3,4,1,1,3,4,5,2,1
330,Juǀʼhoansi,19262,4,1,3,3,2,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,1,1,1,1,4,0,1,3,2,2,1,4,0,4,1,2,1,4,4,2,3,3,3,3,6,6,2,1
331,Juǀʼhoansi,19262,4,1,3,4,1,2,3,5,1,1,1,1,1,1,1,3,1,1,1,1,1,0,0,4,1,0,0,0,3,0,2,2,0,1,1,4,0,5,1,2,1,1,3,3,3,4,2,2,5,5,2,1
347,Juǀʼhoansi,19262,2,1,4,4,3,4,4,3,1,1,1,1,1,1,4,1,1,1,1,1,3,0,1,1,1,1,2,1,1,0,1,1,3,2,4,1,0,2,1,2,1,2,2,2,1,3,6,3,6,5,2,1
348,Juǀʼhoansi,19262,2,3,5,3,4,4,1,3,1,1,0,0,1,1,0,1,4,1,1,0,1,0,1,1,1,0,1,1,1,2,1,1,4,4,0,1,0,3,1,1,1,3,1,1,2,3,7,1,6,3,2,1
349,Juǀʼhoansi,19262,5,1,3,4,3,2,1,4,1,1,0,0,1,3,0,1,1,1,1,0,1,0,1,4,1,0,1,2,1,0,2,1,3,4,0,4,0,4,1,1,1,1,2,2,1,2,6,4,5,4,2,1
350,Mbendjele,11215,7,1,2,7,1,1,1,1,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,7,1,2,1,2,1
351,Juǀʼhoansi,19262,6,1,4,5,3,1,1,3,1,1,0,0,4,1,0,1,0,0,0,0,0,0,1,3,1,0,1,2,1,0,4,1,1,0,0,4,0,1,1,6,1,1,1,1,1,1,7,1,4,2,2,1
352,Juǀʼhoansi,19262,1,1,6,2,5,1,5,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,2,0,3,0,0,1,1,3,1,2,1,1,2,6,6,1,3,3,2,1
353,Juǀʼhoansi,19262,2,1,5,4,1,1,1,7,1,1,0,0,1,3,0,4,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,3,0,0,0,4,0,1,1,1,1,1,1,1,1,7,6,1,3,2,2,1
354,Juǀʼhoansi,19262,3,1,1,4,6,3,1,4,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,0,4,1,1,0,0,1,4,3,0,2,0,1,1,1,1,1,1,1,1,7,6,1,4,2,2,1
355,Juǀʼhoansi,19262,2,1,3,5,1,1,1,7,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,3,0,0,0,4,0,1,1,1,1,1,1,1,1,6,7,1,3,2,2,1
356,Juǀʼhoansi,19262,1,1,1,6,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,1,1,1,1,1,1,1,1,7,6,1,2,2,1,1
357,Juǀʼhoansi,19262,1,1,1,1,6,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,7,1,2,1,2,1
360,Tuareg,27545,4,2,4,4,1,4,1,4,1,1,0,0,1,1,0,3,1,1,4,0,1,0,0,1,2,0,0,0,2,1,1,4,0,1,0,4,0,3,1,3,1,3,3,3,3,2,3,1,5,5,4,1
363,Tuareg,27545,2,1,3,5,1,3,3,5,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,1,4,0,0,0,1,0,1,4,0,1,1,1,0,2,3,3,1,4,2,3,2,3,2,2,5,6,4,1
364,Tuareg,27545,2,1,2,5,1,3,5,4,1,1,3,1,1,1,1,1,1,1,4,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,4,3,0,1,3,2,1,3,4,2,4,2,4,1,5,5,2,1
365,Tuareg,27545,4,1,3,6,1,3,1,4,1,1,0,0,1,1,0,1,1,1,3,0,1,0,0,4,2,0,0,0,1,0,2,4,0,1,0,3,0,3,1,3,1,2,2,3,4,3,4,1,4,5,3,1
366,Tuareg,27545,4,1,1,3,2,3,1,7,1,1,0,0,0,0,0,0,0,1,3,0,1,0,1,4,2,0,1,1,1,0,0,1,1,1,0,4,0,2,2,2,1,3,3,3,4,2,4,2,4,6,2,1
371,Barzani Kurd,19328,3,2,3,2,3,2,6,3,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,4,3,1,3,2,3,1,3,3,3,3,3,3,1,7,6,2,1
372,Barzani Kurd,19328,3,2,3,3,2,3,3,4,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,3,1,4,1,4,1,3,3,3,1,3,3,3,3,3,3,1,7,6,3,1
373,Barzani Kurd,19328,4,2,2,3,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,4,4,1,2,1,1,1,3,1,3,2,3,1,3,3,3,3,3,3,1,7,6,4,1
374,Harir Kurd,62469,3,2,2,3,2,3,4,3,3,1,3,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,1,3,2,3,1,3,3,3,3,3,4,1,7,6,3,1
375,Barzani Kurd,19328,3,2,3,3,2,3,2,5,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,1,1,1,4,1,3,3,1,1,1,2,1,2,2,2,1,4,3,3,3,3,3,1,7,6,3,1
376,Harir Kurd,62469,3,2,3,4,2,3,5,3,3,1,4,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,3,2,3,1,3,3,3,3,3,3,1,7,6,2,1
377,Barzani Kurd,19328,3,2,3,3,2,3,3,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,3,3,2,1,3,3,3,3,3,3,1,7,6,2,1
378,Barzani Kurd,19328,3,1,2,4,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,1,1,2,0,1,4,1,2,1,3,4,3,3,2,1,3,3,3,3,3,3,1,6,6,2,1
379,Barzani Kurd,19328,3,1,2,4,3,3,3,4,1,1,1,3,1,1,1,1,1,1,4,1,1,0,1,1,1,1,2,1,4,0,1,2,1,4,1,1,0,3,2,2,1,3,3,3,4,3,4,1,6,6,2,1
380,Barzani Kurd,19328,3,1,3,4,2,3,3,3,2,2,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,0,4,4,1,2,1,1,1,3,5,2,1,3,3,3,3,3,3,1,6,6,3,1
381,Barzani Kurd,19328,3,1,3,4,3,3,4,3,1,1,4,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,0,1,4,2,1,4,1,0,3,1,3,1,3,3,4,3,3,3,1,6,5,3,1
382,Barzani Kurd,19328,3,1,1,4,3,3,4,4,3,1,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4,1,1,0,0,4,3,1,2,1,3,3,2,3,1,3,3,3,4,3,2,1,6,6,2,1
383,Barzani Kurd,19328,3,1,3,3,1,4,6,1,1,1,2,4,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,0,2,4,2,0,3,2,3,1,3,3,3,3,3,3,2,4,6,3,1
387,W Sáami,19702,7,1,6,1,1,2,1,3,1,0,0,0,4,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,1,0,3,0,0,1,0,4,0,1,1,2,1,3,3,2,6,3,2,1,3,5,4,1
388,W Sáami,19702,2,1,1,1,1,2,1,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,4,0,2,1,1,1,1,2,2,7,2,1,1,2,3,3,1
389,W Sáami,19702,1,1,1,1,4,5,1,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,3,0,4,0,1,1,1,1,1,1,1,7,3,1,3,2,2,3,1
390,W Sáami,19702,1,1,1,1,3,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,1,3,0,4,0,1,1,1,1,1,1,4,7,1,1,1,2,2,3,1
391,W Sáami,19702,1,1,6,1,1,4,1,6,1,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,1,1,1,1,1,1,6,6,1,2,1,2,2,2,1
392,W Sáami,19702,3,1,6,2,1,3,1,6,1,1,0,0,1,1,0,4,1,1,1,0,1,0,0,3,1,0,0,0,1,0,4,3,0,1,0,1,0,1,1,2,1,3,3,4,5,3,1,1,4,4,3,1
393,W Sáami,19702,3,1,2,3,1,2,1,7,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,4,0,0,0,1,0,1,4,0,1,0,4,0,3,1,1,1,3,2,3,7,2,2,1,4,5,3,1
394,W Sáami,19702,1,1,1,1,2,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,0,1,1,1,1,1,1,7,5,1,2,1,2,2,3,1
395,W Sáami,19702,4,1,2,2,1,5,1,6,1,1,0,0,1,1,0,1,1,3,1,0,1,0,0,4,1,0,0,0,1,0,1,1,0,3,0,4,0,1,1,2,1,2,2,3,6,4,2,1,4,5,3,1
396,W Sáami,19702,1,1,1,1,2,7,1,6,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,1,1,1,1,1,1,1,7,1,3,1,2,2,2,1
420,Spanish Basques,11804,3,1,4,4,1,4,1,6,1,1,0,0,1,4,0,2,1,1,1,0,1,0,0,3,1,0,0,0,1,0,1,3,0,1,0,4,0,2,2,2,2,3,3,3,3,3,2,2,4,7,3,1
421,Spanish Basques,11804,3,1,4,3,1,6,1,4,1,1,0,0,1,2,0,4,1,1,1,0,1,0,0,3,1,0,0,0,1,0,3,1,0,4,0,3,0,2,2,2,1,3,3,3,5,3,2,2,4,6,3,1
422,Spanish Basques,11804,3,1,3,4,1,3,1,6,1,1,0,0,1,1,0,1,1,1,2,0,1,0,0,4,3,0,0,0,2,0,1,3,0,1,0,4,0,3,1,2,1,4,3,4,3,3,2,2,4,6,3,1
423,Spanish Basques,11804,4,1,3,4,1,3,1,6,1,1,0,0,1,1,0,1,1,1,1,0,2,0,0,3,4,0,0,0,1,0,2,3,0,1,0,4,0,2,3,3,1,3,3,3,3,3,2,1,4,6,2,1
424,Spanish Basques,11804,4,1,3,4,1,3,1,5,1,1,0,0,1,1,0,1,1,1,2,0,1,0,0,4,3,0,0,0,1,0,1,1,0,4,0,4,0,3,3,2,1,3,4,3,3,3,2,1,4,6,2,1
425,Spanish Basques,11804,4,1,3,4,1,3,1,6,1,1,0,0,1,1,0,3,1,1,1,0,1,0,0,2,4,0,0,0,1,0,1,1,0,1,0,4,0,3,3,1,1,3,3,3,3,3,2,2,4,6,3,1
426,Spanish Basques,11804,5,1,3,4,1,3,1,5,1,1,0,0,1,1,0,1,1,1,4,0,1,0,0,3,2,0,0,0,2,0,1,3,0,1,0,4,0,2,1,2,1,3,4,3,3,3,3,1,4,5,2,1
427,Spanish Basques,11804,3,1,4,4,1,3,1,4,1,1,0,0,1,1,0,4,1,1,1,0,1,0,0,1,3,0,0,0,1,0,1,4,0,1,0,1,0,2,1,2,1,3,4,4,3,4,2,1,4,5,3,1
428,Spanish Basques,11804,3,1,4,3,1,4,1,6,1,1,0,0,1,1,0,4,1,1,1,0,2,0,0,3,1,0,0,0,1,0,1,1,0,3,0,4,0,2,2,3,1,3,4,3,3,3,1,1,4,5,2,1
429,Spanish Basques,11804,3,1,4,4,1,3,1,5,1,1,0,0,1,3,0,4,1,1,1,0,1,0,0,2,1,0,0,0,1,0,1,1,0,1,0,4,0,3,1,2,1,4,4,3,3,3,1,2,4,5,3,1
430,León,26005,4,1,3,4,1,3,4,3,2,3,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,4,0,1,1,1,1,2,2,3,2,3,3,3,4,3,2,1,6,6,3,1
431,León,26005,3,1,3,5,1,3,3,3,3,1,1,4,1,1,1,1,1,1,3,1,1,1,0,1,2,0,0,0,1,0,1,4,0,4,1,3,1,3,1,3,1,3,3,3,5,3,2,1,6,5,2,1
432,León,26005,4,1,2,5,1,3,5,2,3,2,3,4,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,4,0,1,4,1,1,3,2,3,1,3,3,3,4,3,1,1,6,5,2,1
433,León,26005,4,1,3,3,1,5,4,2,1,1,3,4,1,1,1,1,1,1,2,1,1,0,0,1,1,0,0,0,1,0,1,1,0,4,4,1,0,2,5,2,1,3,3,3,3,3,2,2,5,6,3,1
434,León,26005,4,1,2,4,1,4,4,3,1,1,1,4,1,1,1,1,1,2,1,1,3,0,0,1,1,0,0,0,1,0,1,2,0,3,1,4,0,3,3,3,2,3,3,3,3,2,2,1,5,6,4,1
435,León,26005,3,1,3,4,1,5,5,1,1,1,1,2,1,1,1,0,1,1,3,4,0,0,0,0,0,0,0,0,2,0,1,1,0,3,4,0,0,3,2,2,1,3,3,3,4,3,2,2,4,6,3,1
436,León,26005,3,1,3,4,1,4,6,1,1,1,4,2,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,4,0,0,2,2,3,1,3,3,3,3,3,2,2,4,6,3,1
437,León,26005,3,1,2,4,1,5,5,1,1,1,2,1,1,1,1,0,1,1,4,3,0,0,0,0,0,0,0,0,2,0,1,1,0,3,4,0,0,3,3,3,1,3,3,3,3,3,2,2,4,6,3,1
438,León,26005,3,1,3,5,1,4,2,4,1,1,1,1,1,1,1,3,1,2,4,1,1,0,0,1,1,0,0,0,1,0,1,2,0,4,1,3,0,2,3,2,2,3,3,3,4,3,2,1,5,6,3,1
439,Granada,62415,4,1,3,4,1,3,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,4,3,0,0,0,1,0,1,3,0,1,1,4,0,2,3,2,1,3,3,2,3,3,3,1,5,6,2,1
440,Seville,62416,3,1,3,5,1,4,1,4,1,1,0,0,1,1,0,1,1,1,3,0,1,0,0,1,4,0,0,0,2,0,1,3,0,1,0,4,0,3,3,3,1,3,3,3,3,3,2,1,4,6,3,1
441,Córdoba,62547,5,1,4,3,1,4,1,5,1,1,0,0,3,1,0,1,1,1,1,0,1,0,0,4,2,0,0,0,4,0,1,1,0,1,0,4,0,3,2,3,1,3,3,3,3,3,3,1,4,6,2,1
442,Cadiz,10572,4,1,3,4,1,5,1,4,1,3,0,0,1,1,0,1,1,1,1,0,1,0,0,4,2,0,0,0,1,0,1,1,0,1,0,4,0,3,3,3,1,3,3,2,4,3,2,1,4,6,2,1
443,Cadiz,10572,4,1,3,6,1,3,1,4,1,3,0,0,1,1,0,1,1,1,1,0,1,0,0,4,1,0,0,0,4,0,1,4,0,1,0,2,0,3,2,2,1,3,3,2,3,4,3,1,4,6,2,1
444,Seville,62416,4,1,3,4,1,4,1,6,1,2,0,0,1,1,0,1,1,1,1,0,4,0,0,1,3,0,0,0,1,0,1,3,0,3,0,4,0,2,3,3,1,3,2,3,3,3,3,1,4,6,3,1
445,Seville,62416,3,1,4,4,1,4,1,4,1,1,0,0,1,1,0,1,1,1,3,0,1,0,0,4,1,0,0,0,1,0,2,1,0,4,0,3,0,3,3,3,1,4,3,3,3,3,1,1,4,5,2,1
446,Seville,62416,5,1,1,4,1,4,1,5,3,1,0,0,0,0,0,0,0,1,1,0,1,1,0,4,1,0,0,0,2,0,0,1,0,1,0,3,4,3,1,3,1,3,3,3,3,3,3,1,4,5,2,1
447,Seville,62416,3,1,3,4,1,4,1,5,1,1,0,0,1,1,0,1,4,1,2,0,1,0,0,3,1,0,0,0,1,0,1,2,0,4,0,3,0,3,1,3,1,2,3,3,6,3,2,1,4,5,3,1
448,Cadiz,10572,4,1,3,5,1,4,4,1,1,2,1,4,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,4,0,1,3,0,0,2,2,3,1,3,3,4,3,4,1,1,4,5,2,1
449,Seville,62416,5,1,1,4,1,3,6,1,1,1,1,4,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,0,0,4,0,1,4,0,0,2,3,3,1,3,3,3,4,3,1,2,3,6,2,1
451,Nehiyaw (Plains Cree),14125,4,1,1,5,2,4,1,5,1,1,0,0,0,0,0,0,0,1,3,0,1,0,1,2,4,0,1,1,1,0,0,4,1,1,0,3,0,1,1,1,1,1,1,1,1,1,7,1,4,1,2,1
452,Nehiyaw (Plains Cree),14125,3,1,1,5,1,4,1,7,1,1,0,0,0,0,0,0,0,1,3,0,1,0,0,2,4,0,0,0,1,0,0,2,0,3,0,4,0,3,1,1,1,3,1,2,2,2,7,1,3,4,2,1
453,Nehiyaw (Plains Cree),14125,1,1,3,5,1,4,1,6,1,0,0,0,0,1,0,1,1,0,1,0,3,0,0,0,4,0,0,0,0,0,1,3,0,2,0,4,0,3,1,2,1,3,2,2,2,2,6,2,3,6,2,1
454,Nehiyaw (Plains Cree),14125,3,1,1,5,1,4,1,6,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3,4,0,0,0,1,0,0,3,0,2,0,4,0,3,1,3,1,3,2,2,1,3,6,1,3,5,2,1
455,Nehiyaw (Plains Cree),14125,2,1,4,3,4,6,1,3,1,1,0,0,1,1,0,1,4,1,2,0,1,0,1,1,3,0,1,1,1,0,1,3,1,4,0,2,0,1,1,1,1,1,1,1,1,1,7,1,5,1,2,1
456,Nehiyaw (Plains Cree),14125,5,1,1,4,4,4,1,4,1,4,0,0,0,0,0,0,0,1,2,0,1,0,1,3,1,0,1,1,1,0,0,4,1,3,0,4,0,2,1,2,1,3,3,2,1,3,6,1,4,5,2,1
457,Nehiyaw (Plains Cree),14125,4,1,4,4,2,4,1,4,1,1,0,0,1,4,0,1,1,1,1,0,1,0,1,3,2,0,1,1,1,0,1,4,1,1,0,4,0,2,1,1,1,2,2,1,4,2,7,1,5,4,2,1
458,Ekonda Mongo,15027,3,1,3,5,1,4,1,5,1,1,0,0,1,1,0,1,1,1,2,0,4,0,0,1,3,0,0,0,3,0,1,4,0,1,0,1,0,3,1,3,1,3,2,3,3,4,1,3,4,5,2,1
459,Ekonda Mongo,15027,3,1,3,5,1,3,1,5,1,1,0,0,2,1,0,1,1,1,1,0,3,0,0,1,4,0,0,0,1,0,1,4,0,1,0,3,0,4,1,3,1,1,1,1,5,3,1,4,4,3,2,1
460,Ekonda Mongo,15027,3,1,1,5,4,3,1,5,1,1,0,0,0,0,0,0,0,2,4,0,1,0,1,1,3,0,1,1,1,0,0,4,3,3,0,1,0,3,1,3,1,3,2,2,4,4,2,3,4,6,2,1
461,Ekonda Mongo,15027,4,1,3,4,3,3,1,4,1,1,0,0,1,1,0,2,1,1,1,0,1,0,1,3,4,0,1,1,3,0,1,1,4,4,0,1,0,3,1,3,1,3,2,3,3,3,2,3,5,6,2,1
462,Ekonda Mongo,15027,4,1,3,4,3,4,1,4,1,4,0,0,1,1,0,2,1,1,3,0,1,0,1,1,1,0,1,1,1,0,1,4,1,1,0,1,0,3,1,3,1,3,4,2,3,4,1,1,5,5,2,1
463,Ekonda Mongo,15027,5,1,3,5,3,3,1,4,1,1,0,0,1,2,0,1,1,1,1,0,1,0,1,3,4,0,1,1,1,0,1,4,3,2,0,1,0,3,1,3,1,3,2,3,3,4,3,2,5,6,2,1
464,Ekonda Mongo,15027,3,1,4,3,3,4,1,4,1,1,0,0,1,1,0,2,4,1,1,0,1,0,1,3,1,0,1,1,1,0,1,4,3,1,0,1,0,3,1,2,1,3,4,2,3,4,2,2,5,6,2,1
465,Ekonda Mongo,15027,3,1,3,5,3,3,1,4,1,1,0,0,1,1,0,1,1,1,2,0,1,0,1,4,3,0,1,1,1,0,1,4,1,2,0,3,0,3,1,3,1,3,2,2,3,4,3,2,5,6,2,1
466,Ekonda Mongo,15027,3,1,3,4,2,5,1,4,1,1,0,0,1,1,0,4,1,1,1,0,1,0,1,3,2,0,1,1,4,0,1,4,1,3,0,1,0,3,1,3,1,3,2,3,3,4,2,2,5,6,2,1
467,Ekonda Mongo,15027,4,1,3,4,2,3,1,4,1,1,0,0,1,1,0,1,3,2,1,0,1,0,1,1,4,0,1,1,4,0,1,4,2,1,0,1,0,3,1,3,1,3,3,3,3,4,2,2,5,6,2,1
468,Nehiyaw (Plains Cree),14125,3,1,1,4,3,5,1,5,1,1,0,0,0,0,0,0,0,1,4,0,1,0,1,2,3,0,1,1,1,0,0,4,1,3,0,3,0,1,1,1,1,1,1,1,1,1,7,1,4,1,2,1
